provider,provider_url,feed_type,feed_url,feed_id,resume_cursor
West Wight Sports and Community,https://westwight.gs-signature.cloud/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/WestWightSportsandCommunity-live-slots,west-wight-sports-and-community--slot,https://opendata.leisurecloud.live/api/feeds/WestWightSportsandCommunity-live-slots?afterTimestamp=7934741&afterId=ACT0000014_2026-07-20T14-00-00
Wigan Leisure and Culture Trust,https://bewellwigan.gs-signature.cloud/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/WiganLeisureandCultureTrust-live-slots,wigan-leisure-and-culture-trust--slot,https://opendata.leisurecloud.live/api/feeds/WiganLeisureandCultureTrust-live-slots?afterTimestamp=64029021&afterId=ALCACT0201_2026-07-20T14-00-00
Woolmer Hill Sports Association,https://woolmerhillsportspark.bookteq.com/api/open-active/,slot,https://woolmerhillsportspark.bookteq.com/api/open-active/slots,woolmer-hill-sports-association--slot,https://woolmerhillsportspark.bookteq.com/api/open-active/slots?afterTimestamp=1784550832578278&afterId=f8dfd626-6a3b-551d-91c5-eae94aeab6b6
WV Active,https://wvactive.leisurecloud.net/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/WVActive-live-slots,wv-active--slot,https://opendata.leisurecloud.live/api/feeds/WVActive-live-slots?afterTimestamp=55416476&afterId=BPICKLEBALL_2026-07-20T14-00-00
Wycliffe College,https://wycliffecollege.bookteq.com/api/open-active/,slot,https://wycliffecollege.bookteq.com/api/open-active/slots,wycliffe-college--slot,https://wycliffecollege.bookteq.com/api/open-active/slots?afterTimestamp=1784550816023484&afterId=efc8a543-ee90-5346-ae4c-cb06417bc2a8
Wymondham Town United FC,https://wymondhamtownunitedfc.bookteq.com/api/open-active/,slot,https://wymondhamtownunitedfc.bookteq.com/api/open-active/slots,wymondham-town-united-fc--slot,https://wymondhamtownunitedfc.bookteq.com/api/open-active/slots?afterTimestamp=1784550866944573&afterId=e0a6d693-f123-57d7-bb4c-494968345f33
Your Leisure,https://yourleisure.gs-signature.cloud/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/YourLeisure-live-slots,your-leisure--slot,https://opendata.leisurecloud.live/api/feeds/YourLeisure-live-slots?afterTimestamp=39151380&afterId=HAACT00206_2026-07-20T13-25-00
Active Hartlepool,https://activehartlepool.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/HartlepoolBoroughCouncil-live-session-series,active-hartlepool--sessionseries,https://opendata.leisurecloud.live/api/feeds/HartlepoolBoroughCouncil-live-session-series?afterTimestamp=6099212&afterId=1H1730BSFFS2627
Active Leeds,https://activeleeds-oa.leisurecloud.net/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/ActiveLeeds-live-session-series,active-leeds--sessionseries,https://opendata.leisurecloud.live/api/feeds/ActiveLeeds-live-session-series?afterTimestamp=118971724&afterId=RO4BKPH1425826
Active Luton,https://activeluton-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://activeluton-openactive.legendonlineservices.co.uk/api/sessions,active-luton--sessionseries,
Active Tameside,https://tameside-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://tameside-openactive.legendonlineservices.co.uk/api/sessions,active-tameside--sessionseries,
activenottingham,https://activenottingham-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://activenottingham-openactive.legendonlineservices.co.uk/api/sessions,activenottingham--sessionseries,
aliveleisure,https://aliveleisure-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://aliveleisure-openactive.legendonlineservices.co.uk/api/sessions,aliveleisure--sessionseries,
ANGUSalive,https://angusalive-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://angusalive-openactive.legendonlineservices.co.uk/api/sessions,angusalive--sessionseries,
Barrow Park Leisure Centre,https://barrowcouncil-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://barrowcouncil-openactive.legendonlineservices.co.uk/api/sessions,barrow-park-leisure-centre--sessionseries,
Be Well - London Borough of Tower Hamlets,https://towerhamletscouncil.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/TowerHamletsCouncil-live-session-series,be-well-london-borough-of-tower-hamlets--sessionseries,https://opendata.leisurecloud.live/api/feeds/TowerHamletsCouncil-live-session-series?afterTimestamp=152311775&afterId=Y11800SWASP726
Better,https://better-admin.org.uk/api/openactive/better,sessionSeries,https://better-admin.org.uk/api/openactive/better/session-series,better--sessionseries,https://better-admin.org.uk/api/openactive/better/session-series?afterTimestamp=1784550620&afterId=activity_recurrence_group%3A9793
Birmingham City Council,https://bccleisure.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/BirminghamCityCouncil-live-session-series,birmingham-city-council--sessionseries,https://opendata.leisurecloud.live/api/feeds/BirminghamCityCouncil-live-session-series?afterTimestamp=42133778&afterId=HW7CLSC10301022
boltonarena,https://boltonarena-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://boltonarena-openactive.legendonlineservices.co.uk/api/sessions,boltonarena--sessionseries,https://boltonarena-openactive.legendonlineservices.co.uk/api/sessions?afterTimestamp=1038451&afterId=1142459
Bookwhen,https://data.bookwhen.com/,sessionSeries,https://bookwhen.com/api/openactive/sessionseries,bookwhen--sessionseries,https://bookwhen.com/api/openactive/sessionseries?afterId=k0bl49cb56dw&afterTimestamp=1784550146
bridportleisure,https://bridportleisure-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://bridportleisure-openactive.legendonlineservices.co.uk/api/sessions,bridportleisure--sessionseries,
Brimhams Active,https://brimhamsactive.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/BrimhamsActive-live-session-series,brimhams-active--sessionseries,https://opendata.leisurecloud.live/api/feeds/BrimhamsActive-live-session-series?afterTimestamp=88176485&afterId=FW1CLMS14300825
BwD Leisure,https://blackburnwithdarwen-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://blackburnwithdarwen-openactive.legendonlineservices.co.uk/api/sessions,bwd-leisure--sessionseries,
Castlepoint,https://castlepoint.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/Castlepoint-live-session-series,castlepoint--sessionseries,https://opendata.leisurecloud.live/api/feeds/Castlepoint-live-session-series?afterTimestamp=110498452&afterId=R4CL1830S0922
celticleisure,https://celticleisure-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://celticleisure-openactive.legendonlineservices.co.uk/api/sessions,celticleisure--sessionseries,
Chelmsford City Sports,https://chelmsfordcitysports.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-session-series,chelmsford-city-sports--sessionseries,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-session-series?afterTimestamp=45148437&afterId=R3CLGRC09350621
Chelmsford City Sports,https://chelmsfordcitysports.leisurecloud.net/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-session-series,chelmsford-city-sports--sessionseries,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-session-series?afterTimestamp=45148437&afterId=R3CLGRC09350621
Colchester Leisure World,https://leisureworldmembership.leisurecloud.net/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/ColchesterLeisureWorld-live-session-series,colchester-leisure-world--sessionseries,https://opendata.leisurecloud.live/api/feeds/ColchesterLeisureWorld-live-session-series?afterTimestamp=91534236&afterId=N1CLBDP12000726
Conwy,https://conwy.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series,conwy--sessionseries,https://opendata.leisurecloud.live/api/feeds/Conwy-live-session-series?afterTimestamp=42021812&afterId=C1ER2FS14150825
Courtside Hubs CIC,https://api.premiertennis.co.uk/openactive,sessionSeries,https://api.premiertennis.co.uk/openactive/feed/session-series,courtside-hubs-cic--sessionseries,https://api.premiertennis.co.uk/openactive/feed/session-series?afterTimestamp=1784551510&afterId=13123
Derby Active,https://derbyactive-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://derbyactive-openactive.legendonlineservices.co.uk/api/sessions,derby-active--sessionseries,
Everyone Active,https://data.everyoneactive.com/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/EveryoneActive-live-session-series,everyone-active--sessionseries,https://opendata.leisurecloud.live/api/feeds/EveryoneActive-live-session-series?afterTimestamp=4820181681&afterId=3535WSSLM194575
Exercise Anywhere,https://opendata.exercise-anywhere.com/,sessionSeries,https://opendata.exercise-anywhere.com/api/rpde/session-series,exercise-anywhere--sessionseries,https://opendata.exercise-anywhere.com/api/rpde/session-series?afterTimestamp=1773743401&afterId=12658
Find My Facility,https://api.findmyfacility.com/v1/openactive,sessionSeries,https://api.findmyfacility.com/v1/openactive/sessionSeries,find-my-facility--sessionseries,https://api.findmyfacility.com/v1/openactive/sessionSeries?afterTimestamp=1770397691&afterId=9831197d-4d20-473c-9fcd-ce97b1bea55c
gll,https://gll-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://gll-openactive.legendonlineservices.co.uk/api/sessions,gll--sessionseries,
Halo,https://halo-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://halo-openactive.legendonlineservices.co.uk/api/sessions,halo--sessionseries,
hcandl,https://hcandl-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://hcandl-openactive.legendonlineservices.co.uk/api/sessions,hcandl--sessionseries,
horizon,https://horizon-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://horizon-openactive.legendonlineservices.co.uk/api/sessions,horizon--sessionseries,
Huntingdonshire District Council,https://oneleisure.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/OneLeisure-live-session-series,huntingdonshire-district-council--sessionseries,https://opendata.leisurecloud.live/api/feeds/OneLeisure-live-session-series?afterTimestamp=82301231&afterId=SN1GLL1630FEB25
jubileehall,https://jubileehall-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://jubileehall-openactive.legendonlineservices.co.uk/api/sessions,jubileehall--sessionseries,
Lampton Leisure,https://lamptonleisure.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/LamptonLeisure-live-session-series,lampton-leisure--sessionseries,https://opendata.leisurecloud.live/api/feeds/LamptonLeisure-live-session-series?afterTimestamp=72510082&afterId=IL7CLJG10000824
lancaster,https://lancaster-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://lancaster-openactive.legendonlineservices.co.uk/api/sessions,lancaster--sessionseries,
LED Community Leisure Ltd,https://ledleisure.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/LEDCommunityLeisureLtd-live-session-series,led-community-leisure-ltd--sessionseries,https://opendata.leisurecloud.live/api/feeds/LEDCommunityLeisureLtd-live-session-series?afterTimestamp=10346951&afterId=SPSWIM4FOLK3
Leisure SK,https://leisuresk.leisurecloud.net/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/LeisureSK-live-session-series,leisure-sk--sessionseries,https://opendata.leisurecloud.live/api/feeds/LeisureSK-live-session-series?afterTimestamp=78948943&afterId=DA7H9DM4SQ1X03I
leisurefocus,https://leisurefocus-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://leisurefocus-openactive.legendonlineservices.co.uk/api/sessions,leisurefocus--sessionseries,
Liberty Leisure,https://lleisure.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/LibertyLeisure-live-session-series,liberty-leisure--sessionseries,https://opendata.leisurecloud.live/api/feeds/LibertyLeisure-live-session-series?afterTimestamp=69898813&afterId=B5CLFLF17001022
lifeleisure,https://lifeleisure-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://lifeleisure-openactive.legendonlineservices.co.uk/api/sessions,lifeleisure--sessionseries,
lincsinspire,https://lincsinspire-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://lincsinspire-openactive.legendonlineservices.co.uk/api/sessions,lincsinspire--sessionseries,
Loughborough University,https://loughboroughuniversity-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://loughboroughuniversity-openactive.legendonlineservices.co.uk/api/sessions,loughborough-university--sessionseries,
lsbuactive,https://lsbuactive-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://lsbuactive-openactive.legendonlineservices.co.uk/api/sessions,lsbuactive--sessionseries,
Oldham Community Leisure,https://ocll.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/OldhamCommunityLeisure-live-session-series,oldham-community-leisure--sessionseries,https://opendata.leisurecloud.live/api/feeds/OldhamCommunityLeisure-live-session-series?afterTimestamp=13163439&afterId=ZMQALUF1GZYE6D8
Open Sessions,https://openactive.opensessions.io/,sessionSeries,https://opensessions.io/api/rpde/session-series,open-sessions--sessionseries,https://opensessions.io/api/rpde/session-series?afterTimestamp=1784550620&afterId=22477
Oxford University,https://oxforduniversity.leisurecloud.net/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/OxfordUniversity-live-session-series,oxford-university--sessionseries,https://opendata.leisurecloud.live/api/feeds/OxfordUniversity-live-session-series?afterTimestamp=86096909&afterId=3PHYFOL11000126
"Parkwood Leisure Ltd, its subsidiaries and partner organisations",https://leisurecentre-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://leisurecentre-openactive.legendonlineservices.co.uk/api/sessions,parkwood-leisure-ltd-its-subsidiaries-and-partner-organisations--sessionseries,
Pembrokeshire Leisure,https://connect.pembrokeshire.gov.uk/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series,pembrokeshire-leisure--sessionseries,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-session-series?afterTimestamp=247845627&afterId=STDBELLCHARL
pentest,https://pentest-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://pentest-openactive.legendonlineservices.co.uk/api/sessions,pentest--sessionseries,https://pentest-openactive.legendonlineservices.co.uk/api/sessions?afterTimestamp=0&afterId=0
Places Leisure,https://placesleisure.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/PlacesLeisure-live-session-series,places-leisure--sessionseries,https://opendata.leisurecloud.live/api/feeds/PlacesLeisure-live-session-series?afterTimestamp=301128765&afterId=10111315CAH0526
Played,https://openactive.played.co/openactive/,sessionSeries,https://openactive.played.co/feeds/session-series,played--sessionseries,https://openactive.played.co/feeds/session-series?afterChangeNumber=18834687
Playwaze,https://playwaze.com/opendata/openactive,sessionSeries,https://playwaze.com/feeds/session-series,playwaze--sessionseries,
Plymouth Active,https://plymouthcouncil.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/PlymouthCouncil-live-session-series,plymouth-active--sessionseries,https://opendata.leisurecloud.live/api/feeds/PlymouthCouncil-live-session-series?afterTimestamp=123236386&afterId=PL1FAM1508426
Redbridge Sports Centre,https://rslonline.leisurecloud.net/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/RedbridgeSportsCentre-live-session-series,redbridge-sports-centre--sessionseries,https://opendata.leisurecloud.live/api/feeds/RedbridgeSportsCentre-live-session-series?afterTimestamp=0&afterId=
Rivers Fitness,https://riversfitness.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/WychavonLeisure-live-session-series,rivers-fitness--sessionseries,https://opendata.leisurecloud.live/api/feeds/WychavonLeisure-live-session-series?afterTimestamp=79857913&afterId=E1ACGSW14000625
salfordcommunityleisure,https://salfordcommunityleisure-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://salfordcommunityleisure-openactive.legendonlineservices.co.uk/api/sessions,salfordcommunityleisure--sessionseries,
Serco Leisure,https://serco-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://serco-openactive.legendonlineservices.co.uk/api/sessions,serco-leisure--sessionseries,
SLL and InspireAll,https://sllandinspireall-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://sllandinspireall-openactive.legendonlineservices.co.uk/api/sessions,sll-and-inspireall--sessionseries,
Southwark Council,https://southwarkcouncil-oa.leisurecloud.net/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/SouthwarkCouncil-live-session-series,southwark-council--sessionseries,https://opendata.leisurecloud.live/api/feeds/SouthwarkCouncil-live-session-series?afterTimestamp=137331798&afterId=SD1RO1200MG0826
strouddistrictcouncil,https://strouddistrictcouncil-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://strouddistrictcouncil-openactive.legendonlineservices.co.uk/api/sessions,strouddistrictcouncil--sessionseries,
TeamUp,https://goteamup.com/api/openactive/v1/,sessionSeries,https://goteamup.com/api/openactive/v1/sessionseries,teamup--sessionseries,https://goteamup.com/api/openactive/v1/sessionseries?afterId=2275299&afterTimestamp=1784536849
Tendring Leisure,https://tendringcouncil-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://tendringcouncil-openactive.legendonlineservices.co.uk/api/sessions,tendring-leisure--sessionseries,
Tonbridge and Malling Leisure Trust,https://tma.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/tma-live-session-series,tonbridge-and-malling-leisure-trust--sessionseries,https://opendata.leisurecloud.live/api/feeds/tma-live-session-series?afterTimestamp=0&afterId=
Trafford Community Leisure Trust,https://traffordleisure.leisurecloud.net/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/TraffordCommunityLeisureTrust-live-session-series,trafford-community-leisure-trust--sessionseries,https://opendata.leisurecloud.live/api/feeds/TraffordCommunityLeisureTrust-live-session-series?afterTimestamp=128903907&afterId=S3AQLAN19300725
University of Bristol,https://universityofbristol-openactive.legendonlineservices.co.uk/openactive/,sessionSeries,https://universityofbristol-openactive.legendonlineservices.co.uk/api/sessions,university-of-bristol--sessionseries,
Vision Redbridge,https://visionredbridge.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/VisionRedbridge-live-session-series,vision-redbridge--sessionseries,https://opendata.leisurecloud.live/api/feeds/VisionRedbridge-live-session-series?afterTimestamp=114721585&afterId=EC2CLZU09300323
Wellington College,https://wellingtonclub.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/WellingtonCollege-live-session-series,wellington-college--sessionseries,https://opendata.leisurecloud.live/api/feeds/WellingtonCollege-live-session-series?afterTimestamp=47268361&afterId=SMSALKY13WAMGVX
West Wight Sports and Community,https://westwight.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/WestWightSportsandCommunity-live-session-series,west-wight-sports-and-community--sessionseries,https://opendata.leisurecloud.live/api/feeds/WestWightSportsandCommunity-live-session-series?afterTimestamp=7924276&afterId=1PUSWMP17100626
Wigan Leisure and Culture Trust,https://bewellwigan.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/WiganLeisureandCultureTrust-live-session-series,wigan-leisure-and-culture-trust--sessionseries,https://opendata.leisurecloud.live/api/feeds/WiganLeisureandCultureTrust-live-session-series?afterTimestamp=64022274&afterId=COM1CLR14310526
WV Active,https://wvactive.leisurecloud.net/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/WVActive-live-session-series,wv-active--sessionseries,https://opendata.leisurecloud.live/api/feeds/WVActive-live-session-series?afterTimestamp=55412625&afterId=B1CLBDP06300525
Your Leisure,https://yourleisure.gs-signature.cloud/OpenActive/,sessionSeries,https://opendata.leisurecloud.live/api/feeds/YourLeisure-live-session-series,your-leisure--sessionseries,https://opendata.leisurecloud.live/api/feeds/YourLeisure-live-session-series?afterTimestamp=39132244&afterId=RA1CPBL09300726
Active Hartlepool,https://activehartlepool.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/HartlepoolBoroughCouncil-live-scheduled-sessions,active-hartlepool--scheduledsession,https://opendata.leisurecloud.live/api/feeds/HartlepoolBoroughCouncil-live-scheduled-sessions?afterTimestamp=6099531&afterId=00000000000050091624
Active Leeds,https://activeleeds-oa.leisurecloud.net/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/ActiveLeeds-live-scheduled-sessions,active-leeds--scheduledsession,https://opendata.leisurecloud.live/api/feeds/ActiveLeeds-live-scheduled-sessions?afterTimestamp=118978722&afterId=00000000000130071719
Be Well - London Borough of Tower Hamlets,https://towerhamletscouncil.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/TowerHamletsCouncil-live-scheduled-sessions,be-well-london-borough-of-tower-hamlets--scheduledsession,https://opendata.leisurecloud.live/api/feeds/TowerHamletsCouncil-live-scheduled-sessions?afterTimestamp=152317866&afterId=00000000000030028879
Better,https://better-admin.org.uk/api/openactive/better,scheduledSession,https://better-admin.org.uk/api/openactive/better/scheduled-sessions,better--scheduledsession,https://better-admin.org.uk/api/openactive/better/scheduled-sessions?afterTimestamp=1784553028&afterId=activity%3A92901827
Birmingham City Council,https://bccleisure.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/BirminghamCityCouncil-live-scheduled-sessions,birmingham-city-council--scheduledsession,https://opendata.leisurecloud.live/api/feeds/BirminghamCityCouncil-live-scheduled-sessions?afterTimestamp=42198298&afterId=00000000000050063845
Bookwhen,https://data.bookwhen.com/,scheduledSession,https://bookwhen.com/api/openactive/scheduledsessions,bookwhen--scheduledsession,https://bookwhen.com/api/openactive/scheduledsessions?afterId=10culqoi3te5&afterTimestamp=1784553654
Brimhams Active,https://brimhamsactive.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/BrimhamsActive-live-scheduled-sessions,brimhams-active--scheduledsession,https://opendata.leisurecloud.live/api/feeds/BrimhamsActive-live-scheduled-sessions?afterTimestamp=88182035&afterId=00000000000010088448
Castlepoint,https://castlepoint.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/Castlepoint-live-scheduled-sessions,castlepoint--scheduledsession,https://opendata.leisurecloud.live/api/feeds/Castlepoint-live-scheduled-sessions?afterTimestamp=110530635&afterId=00000000000050594353
Chelmsford City Sports,https://chelmsfordcitysports.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-scheduled-sessions,chelmsford-city-sports--scheduledsession,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-scheduled-sessions?afterTimestamp=45154855&afterId=00000000000010683990
Chelmsford City Sports,https://chelmsfordcitysports.leisurecloud.net/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-scheduled-sessions,chelmsford-city-sports--scheduledsession,https://opendata.leisurecloud.live/api/feeds/ChelmsfordCitySports-live-scheduled-sessions?afterTimestamp=45154855&afterId=00000000000010683990
Colchester Leisure World,https://leisureworldmembership.leisurecloud.net/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/ColchesterLeisureWorld-live-scheduled-sessions,colchester-leisure-world--scheduledsession,https://opendata.leisurecloud.live/api/feeds/ColchesterLeisureWorld-live-scheduled-sessions?afterTimestamp=91559517&afterId=00000000000050279753
Conwy,https://conwy.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions,conwy--scheduledsession,https://opendata.leisurecloud.live/api/feeds/Conwy-live-scheduled-sessions?afterTimestamp=42035938&afterId=00000000000010710710
Courtside Hubs CIC,https://api.premiertennis.co.uk/openactive,scheduledSession,https://api.premiertennis.co.uk/openactive/feed/scheduled-sessions,courtside-hubs-cic--scheduledsession,https://api.premiertennis.co.uk/openactive/feed/scheduled-sessions?afterTimestamp=1784552244&afterId=131956
Everyone Active,https://data.everyoneactive.com/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/EveryoneActive-live-scheduled-sessions,everyone-active--scheduledsession,https://opendata.leisurecloud.live/api/feeds/EveryoneActive-live-scheduled-sessions?afterTimestamp=470997825&afterId=00000000000330080999
Huntingdonshire District Council,https://oneleisure.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/OneLeisure-live-scheduled-sessions,huntingdonshire-district-council--scheduledsession,https://opendata.leisurecloud.live/api/feeds/OneLeisure-live-scheduled-sessions?afterTimestamp=82409768&afterId=00000000000103326490
Lampton Leisure,https://lamptonleisure.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/LamptonLeisure-live-scheduled-sessions,lampton-leisure--scheduledsession,https://opendata.leisurecloud.live/api/feeds/LamptonLeisure-live-scheduled-sessions?afterTimestamp=72602909&afterId=00000000000030130162
LED Community Leisure Ltd,https://ledleisure.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/LEDCommunityLeisureLtd-live-scheduled-sessions,led-community-leisure-ltd--scheduledsession,https://opendata.leisurecloud.live/api/feeds/LEDCommunityLeisureLtd-live-scheduled-sessions?afterTimestamp=10351814&afterId=00000000000060797497
Leisure SK,https://leisuresk.leisurecloud.net/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/LeisureSK-live-scheduled-sessions,leisure-sk--scheduledsession,https://opendata.leisurecloud.live/api/feeds/LeisureSK-live-scheduled-sessions?afterTimestamp=78951115&afterId=00000000000010083528
Liberty Leisure,https://lleisure.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/LibertyLeisure-live-scheduled-sessions,liberty-leisure--scheduledsession,https://opendata.leisurecloud.live/api/feeds/LibertyLeisure-live-scheduled-sessions?afterTimestamp=70189584&afterId=00000000000040090342
Oldham Community Leisure,https://ocll.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/OldhamCommunityLeisure-live-scheduled-sessions,oldham-community-leisure--scheduledsession,https://opendata.leisurecloud.live/api/feeds/OldhamCommunityLeisure-live-scheduled-sessions?afterTimestamp=13164819&afterId=00000000000010578969
Oxford University,https://oxforduniversity.leisurecloud.net/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/OxfordUniversity-live-scheduled-sessions,oxford-university--scheduledsession,https://opendata.leisurecloud.live/api/feeds/OxfordUniversity-live-scheduled-sessions?afterTimestamp=86358318&afterId=00000000000011271163
Pembrokeshire Leisure,https://connect.pembrokeshire.gov.uk/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions,pembrokeshire-leisure--scheduledsession,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-scheduled-sessions?afterTimestamp=247848101&afterId=00000000000900023515
Places Leisure,https://placesleisure.gs-signature.cloud/OpenActive/,scheduledSession,https://opendata.leisurecloud.live/api/feeds/PlacesLeisure-live-scheduled-sessions,places-leisure--scheduledsession,https://opendata.leisurecloud.live/api/feeds/PlacesLeisure-live-scheduled-sessions?afterTimestamp=301145835&afterId=00000000000340034077
Played,https://openactive.played.co/openactive/,scheduledSession,https://openactive.played.co/feeds/scheduled-sessions,played--scheduledsession,https://openactive.played.co/feeds/scheduled-sessions?afterChangeNumber=18840175
Playwaze,https://playwaze.com/opendata/openactive,scheduledSession,https://playwaze.com/feeds/scheduled-sessions,playwaze--scheduledsession,
